Date,price
1,1749
2,1749
3,1749
4,1749
5,1749
6,1749
7,1749
8,1749
9,1749
10,1749
11,1749
12,1749
13,1749
14,1749
15,1749
16,1749
17,1749
18,1749
19,1749
20,1749
21,1749
22,1749
23,1749
24,1749
25,1749
26,1749
27,1749
28,1749
29,1749
30,1749
31,1749
32,1749
33,1749
34,1749
35,1749
36,1749
37,1749
38,1749
39,1749
40,1749
41,1749
42,1749
43,1749
44,1749
45,1749
46,1749
47,1749
48,1749
49,1749
50,1749
51,1749
52,1749
53,1749
54,1749
55,1749
56,1749
57,1749
58,1749
59,1749
60,1749
61,1749
62,1749
63,1749
64,1749
65,1749
66,1749
67,1749
68,1749
69,1749
70,1749
71,1749
72,1749
73,1749
74,1749
75,1749
76,1749
77,1749
78,1749
79,1749
80,1749
81,1749
82,1749
83,1749
84,1749
85,1749
86,1749
87,1749
88,1749
89,1749
90,1749
91,1749
92,1749
93,1749
94,1749
95,1749
96,1749
97,1749
98,1749
99,1749
100,1749
101,1749
102,1749
103,1749
104,1749
105,1749
106,1749
107,1749
108,1749
109,1749
110,1749
111,1749
112,1749
113,1749
114,1749
115,1749
116,1749
117,1749
118,1749
119,1749
120,1749
121,1749
122,1749
123,1749
124,1749
125,1749
126,1749
127,1749
128,1749
129,1749
130,1749
131,1749
132,1749
133,1749
134,1749
135,1749
136,1749
137,1749
138,1749
139,1749
140,1749
141,1749
142,1749
143,1749
144,1749
145,1749
146,1749
147,1749
148,1749
149,1749
150,1749
151,1749
152,1749
153,1749
154,1749
155,1749
156,1749
157,1749
158,1749
159,1749
160,1749
161,1749
162,1749
163,1749
164,1749
165,1749
166,1749
167,1749
168,1749
169,1749
170,1749
171,1749
172,1749
173,1749
174,1749
175,1749
176,1749
177,1749
178,1749
179,1749
180,1749
181,1749
182,1749
183,1749
184,1749
185,1749
186,1749
187,1749
188,1749
189,1749
190,1749
191,1749
192,1749
193,1749
194,1749
195,1749
196,1749
197,1749
198,1749
199,1749
200,1749
201,1749
202,1749
203,1749
204,1749
205,1749
206,1749
207,1749
208,1749
209,1749
210,1749
211,1749
212,1749
213,1749
214,1749
215,1749
216,1749
217,1749
218,1749
219,1749
220,1749
221,1749
222,1749
223,1749
224,1749
225,1749
226,1749
227,1749
228,1749
229,1749
230,1749
231,1749
232,1749
233,1749
234,1749
235,1749
236,1749
237,1749
238,1749
239,1749
240,1749
241,1798
242,1798
243,1798
244,1798
245,1798
246,1798
247,1798
248,1798
249,1798
250,1798
251,1798
252,1798
253,1798
254,1798
255,1798
256,1698
257,1698
258,1698
259,1698
260,1698
261,1698
262,1698
263,1698
264,1698
265,1698
266,1698
267,1698
268,1698
269,1698
270,1698
271,1698
272,1698
273,1698
274,1698
275,1698
276,1698
277,1698
278,1698
279,1698
280,1698
281,1698
282,1698
283,1698
284,1698
285,1698
286,1698
287,1898
288,1898
289,1898
290,1898
291,1898
292,1898
293,1898
294,1898
295,1898
296,1898
297,1898
298,1898
299,1898
300,1898
301,1898
302,1898
303,1898
304,1898
305,1898
306,1898
307,1898
308,1898
309,1898
310,1898
311,1898
312,1898
313,1898
314,1898
315,1898
316,1898
317,1898
318,1898
319,1898
320,1898
321,1898
322,1898
323,1898
324,1898
325,1898
326,1898
327,1898
328,1898
329,1898
330,1898
331,1898
332,1898
333,1898
334,1898
335,1898
336,1898
337,1898
338,1898
339,1898
340,1898
341,1898
342,1898
343,1898
344,1898
345,1898
346,1898
347,1898
348,1898
349,1898
350,1898
351,1898
352,1898
353,1898
354,1898
355,1898
356,1898
357,1898
358,1898
359,1898
360,1898
361,1898
362,1898
363,1898
364,1898
365,1078
