Date,price
1,181995
2,181995
3,181995
4,181995
5,181995
6,181995
7,181995
8,181995
9,181995
10,181995
11,181995
12,181995
13,181995
14,181995
15,181995
16,181995
17,181995
18,181995
19,181995
20,181995
21,181995
22,181995
23,181995
24,181995
25,181995
26,181995
27,181995
28,172546
29,172546
30,172546
31,172546
32,172546
33,172546
34,172546
35,160169
36,160169
37,160169
38,160169
39,189990
40,181990
41,181990
42,181990
43,181990
44,181990
45,181990
46,181990
47,181990
48,181990
49,181990
50,181990
51,181990
52,181990
53,181990
54,181990
55,181990
56,181990
57,181990
58,181990
59,181990
60,181990
61,177500
62,177500
63,177500
64,177500
65,177500
66,177500
67,177500
68,177500
69,177500
70,177500
71,182995
72,182995
73,182995
74,182995
75,182995
76,182995
77,182995
78,182995
79,182995
80,182995
81,182995
82,182995
83,182995
84,182995
85,182995
86,172546
87,172546
88,172546
89,172546
90,172546
91,172546
92,172546
93,172546
94,172546
95,172546
96,172546
97,172546
98,172546
99,172546
100,172546
101,172616
102,172616
103,172616
104,172616
105,172616
106,172616
107,172616
108,172616
109,172616
110,172616
111,172546
112,172546
113,172546
114,172546
115,172546
116,172546
117,172546
118,172546
119,172546
120,172546
121,172546
122,172546
123,172546
124,172546
125,172546
126,172546
127,172546
128,172546
129,172546
130,172546
131,162546
132,172564
133,172564
134,172564
135,172564
136,172564
137,172564
138,172564
139,172564
140,172564
141,172564
142,172564
143,172564
144,172564
145,172564
146,172564
147,172564
148,172564
149,172564
150,172564
151,172564
152,172564
153,172564
154,172564
155,172564
156,172564
157,172564
158,172564
159,172564
160,172564
161,172564
162,172564
163,172564
164,172564
165,172564
166,172564
167,172564
168,172564
169,172564
170,172564
171,172564
172,172564
173,172564
174,172564
175,172564
176,172564
177,172564
178,172564
179,172564
180,172564
181,172564
182,172564
183,172564
184,172564
185,172564
186,172564
187,172564
188,172564
189,172564
190,172564
191,172564
192,172564
193,172564
194,172564
195,172564
196,172564
197,172564
198,172564
199,172564
200,172564
201,172564
202,172564
203,172564
204,172564
205,172564
206,172564
207,172564
208,172564
209,172564
210,172564
211,172564
212,172564
213,172564
214,172564
215,172564
216,172564
217,172564
218,172564
219,172564
220,172564
221,172564
222,172564
223,172564
224,172564
225,172564
226,172564
227,172564
228,172564
229,172564
230,172564
231,172564
232,172564
233,171990
234,171990
235,171990
236,171990
237,171990
238,171990
239,171990
240,171990
241,171990
242,171990
243,171990
244,171990
245,170036
246,170036
247,170036
248,172546
249,169999
250,169999
251,169999
252,169999
253,169999
254,169999
255,169999
256,169999
257,169999
258,169999
259,169999
260,169999
261,169999
262,169999
263,169999
264,169999
265,169999
266,169999
267,169999
268,169999
269,169999
270,169999
271,169999
272,169999
273,169999
274,169999
275,169999
276,169999
277,169999
278,169999
279,169999
280,169999
281,169999
282,169999
283,169999
284,169999
285,169999
286,172546
287,172546
288,172546
289,172546
290,172546
291,172546
292,172546
293,172546
294,172546
295,172546
296,172546
297,172546
298,172546
299,172546
300,172546
301,172546
302,172546
303,172546
304,172546
305,172546
306,172546
307,169490
308,169490
309,169490
310,169490
311,169490
312,169490
313,169490
314,169490
315,169490
316,169490
317,169490
318,169490
319,169490
320,169490
321,169490
322,169490
323,169490
324,169490
325,169490
326,169490
327,169490
328,169490
329,169490
330,169490
331,169490
332,169490
333,169490
334,169490
335,169490
336,169490
337,169490
338,169490
339,169490
