Date,price
1,15990
2,15490
3,15490
4,15490
5,15490
6,15490
7,15490
8,15490
9,15490
10,15490
11,15490
12,15490
13,15490
14,15490
15,15490
16,15490
17,15490
18,15490
19,15490
20,15490
21,15490
22,15490
23,15490
24,15490
25,15490
26,15490
27,15490
28,15490
29,15490
30,15490
31,15490
32,15490
33,15490
34,15490
35,15490
36,15490
37,15490
38,15490
39,15490
40,15490
41,15490
42,15490
43,15490
44,15490
45,15490
46,15490
47,15490
48,15490
49,15490
50,15490
51,15490
52,15490
53,15490
54,15490
55,15490
56,15490
57,15490
58,15490
59,15490
60,15490
61,15490
62,15490
63,15490
64,15490
65,15490
66,15490
67,15490
68,15490
69,15490
70,15490
71,15490
72,15490
73,15490
74,15490
75,15490
76,15490
77,15490
78,15490
79,15490
80,15490
81,15490
82,15490
83,15490
84,15490
85,15490
86,15490
87,15490
88,15490
89,15490
90,15490
91,15490
92,15490
93,15490
94,15490
95,15490
96,15490
97,15490
98,15490
99,15490
100,15490
101,15490
102,15490
103,15490
104,15490
105,15490
106,15490
107,15490
108,15490
109,15990
110,15990
111,15990
112,15990
113,15990
114,15990
115,15990
116,15990
117,15990
118,15990
119,15990
120,15990
121,15990
122,15990
123,15990
124,15990
125,15990
126,15990
127,15990
128,15990
129,15990
130,15990
131,15990
132,15990
133,15990
134,15990
135,15990
136,15990
137,15990
138,15990
139,15990
140,15990
141,15990
142,15990
143,15990
144,15990
145,15990
146,15990
147,15990
148,15990
149,15990
150,17240
151,17240
152,17240
153,17240
154,17240
155,17240
156,17240
157,17240
158,17240
159,17240
160,17240
161,17240
162,17240
163,17240
164,17240
165,17240
166,17240
167,17240
168,17240
169,17240
170,17240
171,17240
172,17240
173,17240
174,17240
175,17240
176,17240
177,17240
178,17240
179,17240
180,17240
181,17240
182,17240
183,17240
184,17240
185,17240
186,17240
187,17240
188,17240
189,17240
190,17240
191,17240
192,17240
193,17240
194,17240
195,17240
196,17240
197,17240
198,17240
199,17240
200,17240
201,17240
202,17240
203,17240
204,17240
205,17240
206,17240
207,17240
208,17240
209,17240
210,17240
211,17240
212,17240
213,17240
214,17240
215,17240
216,17240
217,17240
218,17240
219,17240
220,17240
221,17240
222,17240
223,17240
224,17240
225,17240
226,17240
227,17240
228,17240
229,17240
230,17240
231,17240
232,17240
233,17240
234,17240
235,17240
236,17240
237,17240
238,17240
239,17240
240,17240
241,17240
242,17240
243,17240
244,17240
245,17240
246,17240
247,17240
248,17240
249,17240
250,17240
251,17240
252,17240
253,17240
254,17240
255,17240
256,17240
257,17240
258,20300
259,20300
260,20300
261,20300
262,20300
263,20300
264,20300
265,20300
266,20300
267,20300
268,20300
269,20300
270,20300
271,20300
272,20300
273,20300
274,20300
275,20300
276,20300
277,20300
278,20300
279,20300
280,20300
281,20300
282,20300
283,20300
284,20300
285,20300
286,20300
287,20300
288,20300
289,20300
290,20300
291,20300
292,20300
