Date,price
1,3150
2,3150
3,3150
4,3150
5,3150
6,3150
7,3150
8,3150
9,3150
10,3150
11,3150
12,1649
13,1649
14,1649
15,1649
16,1649
17,1649
18,1649
19,1649
20,3150
21,3150
22,3150
23,3150
24,1799
25,1799
26,1799
27,1799
28,1799
29,1799
30,1699
31,1699
32,1699
33,1699
34,1699
35,1699
36,1699
37,1699
38,1699
39,1699
40,1699
41,1599
42,1599
43,1599
44,1599
45,3150
46,1599
47,1699
48,1599
49,1599
50,1599
51,1599
52,1599
53,1599
54,1599
55,1699
56,1599
57,1599
58,1599
59,1599
60,1599
61,1599
62,1599
63,1599
64,1599
65,1599
66,1599
67,1599
68,1599
69,1599
70,1599
71,1599
72,1599
73,1599
74,1599
75,1599
76,1599
77,1599
78,1599
79,1599
80,1599
81,1599
82,1599
83,1599
84,1599
85,1599
86,1599
87,1599
88,1599
89,1599
90,1599
91,1599
92,1599
93,1599
94,1599
95,1599
96,1599
97,1599
98,1599
99,1599
100,1599
101,1599
102,1599
103,1599
104,1599
105,1599
106,1599
107,1599
108,1599
109,1599
110,1599
111,1599
112,1599
113,1599
114,1599
115,1599
116,1599
117,1599
118,1599
119,1599
120,1599
121,1599
122,1599
123,1599
124,1599
125,1599
126,1699
127,1699
128,1699
129,1699
130,1699
131,1699
132,1699
133,1699
134,1699
135,1699
136,1699
137,1699
138,1699
139,1699
140,1699
141,1699
142,1699
143,1699
144,1699
145,1699
146,1699
147,1699
148,1699
149,1699
150,1699
151,1699
152,1699
153,1699
154,1699
155,1699
156,1699
157,1699
158,1699
159,1699
160,1699
161,1699
162,1699
163,1699
164,1699
165,1699
166,1699
167,1699
168,1699
169,1699
170,1699
171,2599
172,2599
173,2599
174,2599
175,2599
176,2599
177,2599
178,2599
179,2599
180,2599
181,2599
182,2599
183,2599
184,2599
185,2599
186,2599
187,2599
188,2599
189,2599
190,2599
191,2599
192,2599
193,2599
194,2599
195,2599
196,2599
197,2599
198,2599
199,2599
200,2599
201,2599
202,2599
203,2599
204,2599
205,2599
206,2599
207,2599
208,2599
209,2599
210,2599
211,2599
212,2599
213,2599
214,2599
215,2599
216,2599
217,2599
218,2599
219,2599
220,2599
221,2599
222,2599
223,2599
224,2599
225,2599
226,2599
227,2599
228,2599
229,2599
230,2599
231,2599
232,2599
233,2599
234,2599
235,2599
236,2599
237,2599
238,2599
239,2599
240,2599
241,2599
242,2599
243,2599
244,2599
245,2599
246,2599
247,2599
248,2599
249,2599
250,2599
251,2599
252,2599
253,2599
254,2599
255,2599
256,2599
257,2599
258,2599
259,2599
260,2599
261,2599
262,2599
263,2599
264,2599
265,2599
266,2599
267,2599
268,2599
269,2599
270,2599
271,2599
272,2599
273,2599
274,2599
275,2599
276,2599
277,2599
278,1999
279,1999
280,1999
281,1999
282,1999
283,1999
284,1999
285,1999
286,1999
287,1999
288,1999
289,1999
290,1999
291,1999
292,1999
293,1999
294,1999
295,1999
296,1999
297,1999
298,1999
299,1999
300,1999
301,1999
302,1999
303,1999
304,1999
305,1999
306,1999
307,1999
308,1999
309,1999
310,1999
311,1999
312,1999
313,1999
314,1999
315,1999
316,1999
317,1999
318,1999
319,1999
320,1999
321,1999
322,1999
323,1999
324,1999
